"","quest","STATE","answer","n","region"
"323","Do you use the word cruller?","MN","I have no idea what this means ",599,"minnesota"
"324","Do you use the word cruller?","MO","no, but I know what it means ",816,"missouri"
"325","Do you use the word cruller?","MS","no, but I know what it means ",100,"mississippi"
"326","Do you use the word cruller?","MT","no, but I know what it means ",167,"montana"
"327","Do you use the word cruller?","NC","no, but I know what it means ",304,"north carolina"
"328","Do you use the word cruller?","ND","I have no idea what this means ",107,"north dakota"
"329","Do you use the word cruller?","NE","I have no idea what this means ",137,"nebraska"
"330","Do you use the word cruller?","NH","yes ",152,"new hampshire"
"331","Do you use the word cruller?","NJ","yes ",685,"new jersey"
"332","Do you use the word cruller?","NM","no, but I know what it means ",84,"new mexico"
"333","Do you use the word cruller?","NV","no, but I know what it means ",58,"nevada"
"334","Do you use the word cruller?","NY","yes ",1594,"new york"
"335","Do you use the word cruller?","OH","no, but I know what it means ",815,"ohio"
"336","Do you use the word cruller?","OK","no, but I know what it means ",185,"oklahoma"
"337","Do you use the word cruller?","OR","no, but I know what it means ",269,"oregon"
"338","Do you use the word cruller?","PA","no, but I know what it means ",1077,"pennsylvania"
"339","Do you use the word cruller?","RI","yes ",111,"rhode island"
"340","Do you use the word cruller?","SC","no, but I know what it means ",116,"south carolina"
"341","Do you use the word cruller?","SD","I have no idea what this means ",159,"south dakota"
"342","Do you use the word cruller?","TN","no, but I know what it means ",276,"tennessee"
"343","Do you use the word cruller?","TX","no, but I know what it means ",1076,"texas"
"344","Do you use the word cruller?","UT","I have no idea what this means ",126,"utah"
"345","Do you use the word cruller?","VA","no, but I know what it means ",514,"virginia"
"346","Do you use the word cruller?","VT","yes ",81,"vermont"
"347","Do you use the word cruller?","WA","no, but I know what it means ",764,"washington"
"348","Do you use the word cruller?","WI","yes ",536,"wisconsin"
"349","Do you use the word cruller?","WV","no, but I know what it means ",105,"west virginia"
"350","Do you use the word cruller?","WY","I have no idea what this means ",45,"wyoming"
"351","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","AK","unacceptable ",68,"alaska"
"352","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","AL","unacceptable ",261,"alabama"
"353","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","AR","unacceptable ",150,"arkansas"
"354","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","AZ","unacceptable ",249,"arizona"
"355","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","CA","unacceptable ",2602,"california"
"356","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","CO","unacceptable ",394,"colorado"
"357","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","CT","unacceptable ",744,"connecticut"
"358","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","DE","unacceptable ",68,"delaware"
"359","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","FL","unacceptable ",819,"florida"
"360","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","GA","unacceptable ",456,"georgia"
"361","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","HI","unacceptable ",77,"hawaii"
"362","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","IA","unacceptable ",646,"iowa"
"363","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","ID","unacceptable ",165,"idaho"
"364","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","IL","unacceptable ",1814,"illinois"
"365","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","IN","unacceptable ",854,"indiana"
"366","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","KS","unacceptable ",912,"kansas"
"367","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","KY","unacceptable ",327,"kentucky"
"368","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","LA","unacceptable ",378,"louisiana"
"369","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MA","unacceptable ",1209,"massachusetts"
"370","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MD","unacceptable ",532,"maryland"
"371","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","ME","unacceptable ",133,"maine"
"372","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MI","unacceptable ",1332,"michigan"
"373","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MN","unacceptable ",958,"minnesota"
"374","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MO","unacceptable ",1274,"missouri"
"375","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MS","unacceptable ",156,"mississippi"
"376","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","MT","unacceptable ",229,"montana"
"377","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NC","unacceptable ",432,"north carolina"
"378","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","ND","unacceptable ",152,"north dakota"
"379","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NE","unacceptable ",207,"nebraska"
"380","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NH","unacceptable ",162,"new hampshire"
"381","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NJ","unacceptable ",1070,"new jersey"
"382","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NM","unacceptable ",129,"new mexico"
"383","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NV","unacceptable ",73,"nevada"
"384","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","NY","unacceptable ",2511,"new york"
"385","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","OH","unacceptable ",1186,"ohio"
"386","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","OK","unacceptable ",269,"oklahoma"
"387","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","OR","unacceptable ",383,"oregon"
"388","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","PA","unacceptable ",1680,"pennsylvania"
"389","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","RI","unacceptable ",136,"rhode island"
"390","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","SC","unacceptable ",200,"south carolina"
"391","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","SD","unacceptable ",195,"south dakota"
"392","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","TN","unacceptable ",395,"tennessee"
"393","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","TX","unacceptable ",1760,"texas"
"394","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","UT","unacceptable ",217,"utah"
"395","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","VA","unacceptable ",831,"virginia"
"396","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","VT","unacceptable ",104,"vermont"
"397","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","WA","unacceptable ",1266,"washington"
"398","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","WI","unacceptable ",1092,"wisconsin"
"399","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","WV","unacceptable ",125,"west virginia"
"400","Forget the nice clothes anymore (referring to babies eating messily after a certain age)","WY","unacceptable ",60,"wyoming"
"401","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","AK","this use of ""anymore"" is unacceptable",86,"alaska"
"402","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","AL","this use of ""anymore"" is unacceptable",376,"alabama"
"403","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","AR","this use of ""anymore"" is unacceptable",175,"arkansas"
"404","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","AZ","this use of ""anymore"" is unacceptable",329,"arizona"
"405","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","CA","this use of ""anymore"" is unacceptable",3419,"california"
"406","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","CO","this use of ""anymore"" is unacceptable",516,"colorado"
"407","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","CT","this use of ""anymore"" is unacceptable",994,"connecticut"
"408","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","DE","this use of ""anymore"" is unacceptable",89,"delaware"
"409","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","FL","this use of ""anymore"" is unacceptable",1115,"florida"
"410","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","GA","this use of ""anymore"" is unacceptable",614,"georgia"
"411","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","HI","this use of ""anymore"" is unacceptable",97,"hawaii"
"412","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","IA","this use of ""anymore"" is unacceptable",839,"iowa"
"413","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","ID","this use of ""anymore"" is unacceptable",207,"idaho"
"414","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","IL","this use of ""anymore"" is unacceptable",2389,"illinois"
"415","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","IN","this use of ""anymore"" is unacceptable",1113,"indiana"
"416","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","KS","this use of ""anymore"" is unacceptable",1156,"kansas"
"417","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","KY","this use of ""anymore"" is unacceptable",409,"kentucky"
"418","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","LA","this use of ""anymore"" is unacceptable",499,"louisiana"
"419","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MA","this use of ""anymore"" is unacceptable",1584,"massachusetts"
"420","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MD","this use of ""anymore"" is unacceptable",711,"maryland"
"421","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","ME","this use of ""anymore"" is unacceptable",187,"maine"
"422","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MI","this use of ""anymore"" is unacceptable",1868,"michigan"
"423","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MN","this use of ""anymore"" is unacceptable",1246,"minnesota"
"424","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MO","this use of ""anymore"" is unacceptable",1647,"missouri"
"425","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MS","this use of ""anymore"" is unacceptable",214,"mississippi"
"426","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","MT","this use of ""anymore"" is unacceptable",313,"montana"
"427","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NC","this use of ""anymore"" is unacceptable",602,"north carolina"
"428","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","ND","this use of ""anymore"" is unacceptable",193,"north dakota"
"429","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NE","this use of ""anymore"" is unacceptable",262,"nebraska"
"430","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NH","this use of ""anymore"" is unacceptable",227,"new hampshire"
"431","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NJ","this use of ""anymore"" is unacceptable",1471,"new jersey"
"432","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NM","this use of ""anymore"" is unacceptable",176,"new mexico"
"433","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NV","this use of ""anymore"" is unacceptable",102,"nevada"
"434","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","NY","this use of ""anymore"" is unacceptable",3367,"new york"
"435","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","OH","this use of ""anymore"" is unacceptable",1594,"ohio"
"436","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","OK","this use of ""anymore"" is unacceptable",326,"oklahoma"
"437","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","OR","this use of ""anymore"" is unacceptable",504,"oregon"
"438","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","PA","this use of ""anymore"" is unacceptable",2227,"pennsylvania"
"439","He used to nap on the couch, but he sprawls out in that new lounge chair anymore","RI","this use of ""anymore"" is unacceptable",180,"rhode island"
